id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37736,Charming cozy apartment North Italy,162348,Daniele,,Trentino,46.43561,11.1038,Entire home/apt,159,7,116,2024-12-27,0.67,4,345,16,IT022253B566UC9TNJ
56292,Central apartment located on the ski slopes,266605,S.,,Trentino,46.23199,10.82732,Entire home/apt,279,7,14,2024-12-28,0.15,1,285,5,IT022143C2IU7Z7ICY
249351,B&B Casa dei Ricci in the Dolomites,1306234,Maddalena,,Trentino,46.36155,10.91591,Private room,72,3,12,2018-08-11,0.08,1,23,0,
299464,Residence Segattini Studio 2-3 Persone,1543124,Cristiano,,Trentino,45.90883,10.8466,Entire home/apt,147,3,1,2022-01-02,0.03,11,259,0,IT022153B4C5REPYIH
367596,"Apartment in Val Rendena, Pinzolo",1854440,Franca,,Trentino,46.15799,10.76669,Entire home/apt,95,2,39,2024-12-15,0.27,1,71,5,IT022143C2SDGYRLIZ
398211,Spacious apartment in South Tyrol,162348,Daniele,,Trentino,46.4336,11.10194,Entire home/apt,414,5,61,2024-10-14,0.41,4,14,11,IT022253B566UC9TNJ
398240,Charming apartment Trentino Italy,162348,Daniele,,Trentino,46.43562,11.10351,Entire home/apt,150,5,133,2024-12-02,0.89,4,344,17,IT022253B566UC9TNJ
398249,CharmyApartment with Private Garden,162348,Daniele,,Trentino,46.43542,11.10185,Entire home/apt,159,5,80,2024-12-26,0.52,4,310,20,IT022253B566UC9TNJ
414591,B&B Il Sorriso dei Nonni-Val Rabbi,2061778,Gemma,,Trentino,46.37324,10.87785,Private room,94,1,96,2024-06-27,0.63,4,359,6,IT022150C17VB72STQ
414829,Chalet Mas de la Bolp -Val di Rabbi,2062841,Cecilia,,Trentino,46.39911,10.84504,Entire home/apt,194,3,134,2024-11-17,0.90,2,337,8,IT022150B92K437HMA
466197,Morgana House,1917655,Titti&Sabri,,Trentino,46.2191,11.11877,Entire home/apt,45,2,185,2024-08-20,1.23,4,28,3,CIPAT: 022116-AT-014625
506103,FUN SKI BIKE VAL DI SOLE DOLOMITI BRENTA,2494881,Giulia,,Trentino,46.31801,10.86405,Entire home/apt,135,7,47,2024-03-08,0.33,1,196,3,IT022064C2LAJNEHBN
541153,Apartment on Passo Costalunga ⛰,2660221,Simone,,Trentino,46.40362,11.61082,Entire home/apt,60,5,12,2023-08-12,0.09,1,7,0,
587230,Appartamento OLIVO,237862,Riccardo,,Trentino,45.89935,10.83322,Entire home/apt,89,2,148,2024-10-13,0.98,1,0,6,IT022153C2E4YHO36I
661736,APPARTAMENTO CANAZEI 7 GIORNI,3340674,Roberto,,Trentino,46.46782,11.77946,Entire home/apt,172,7,3,2024-02-17,0.03,1,7,1,
700213,Trento Center B&B Rosagalina,3592127,Sybille,,"Trento, Trentino",46.0651,11.13195,Entire home/apt,81,2,132,2024-12-19,0.89,2,215,24,IT022205C13DXLBJZG
714320,Baita El Deroch - Bellamonte,3678898,Giacinta,,Trentino,46.30611965387076,11.692625651062125,Entire home/apt,404,5,0,,,1,264,0,IT022147C27LBMAY9P
715781,Appartamento Campiglio,3688484,Emanuel,,Trentino,46.226,10.8291,Entire home/apt,300,6,0,,,2,161,0,IT022247C2C5K217H2
726907,un posto in paradiso,3764793,Alex,,Trentino,46.4224696,11.6765279,Entire home/apt,141,7,59,2024-12-14,0.49,2,42,13,IT022250C2NZOGY5Y7
726936,Bilocale Superior 4 pax,3764958,Mihaela,,Trentino,46.3154,10.80315,Entire home/apt,276,7,1,2014-02-17,0.01,3,66,0,IT022114B48R9IOZLR
727295,APARTMENTS CHALET VILLA BIANCA BREATHTAKING VIEW,3767430,Alessandra,,Trentino,46.32026,11.50228,Entire home/apt,1023,7,5,2024-08-04,0.07,3,323,2,IT022196C2MAOY5D39
733477,Chalet Baita Giggia,3822241,Alessandro,,Trentino,46.25138,11.50229,Entire home/apt,350,3,56,2024-07-20,0.39,1,282,2,
740209,L'Oretta Moena Fata delle Dolomiti,3822407,Chiara,,Trentino,46.37484,11.66012,Entire home/apt,264,4,137,2024-12-01,0.94,4,56,16,IT022118C2C8YFN7EH
745668,SKIING AND SPAS IN PEIO,3910397,Flavio,,Trentino,46.36343,10.67674,Entire home/apt,130,2,29,2024-08-21,0.21,1,323,5,IT022136C2U3WD4V87
772315,Bilocale Standard 4 pax,3764958,Mihaela,,Trentino,46.31381,10.80984,Entire home/apt,248,7,0,,,3,62,0,IT022114B48R9IOZLR
772318,Monolocale 2 pax,3764958,Mihaela,,Trentino,46.31333,10.81371,Entire home/apt,183,7,0,,,3,86,0,IT022114B48R9IOZLR
856998,Mountain Chalet in the Stelvio National Park,4481466,Francesco,,Trentino,46.41644,10.77616,Entire home/apt,386,2,62,2024-12-25,0.43,1,283,10,IT022150B5JJLLAAO9
874478,Amazing house in the Dolomiti Alps,4189569,Gilda,,Trentino,46.44746,11.69179,Entire home/apt,240,4,106,2024-09-20,0.73,1,212,9,IT022250B4QHD8ZMMA
946214,Cartier Laurina 11 of Riz Eugenio,5127456,Eugenio E Rosanna,,Trentino,46.47606,11.74077,Entire home/apt,231,7,45,2024-03-16,0.34,2,37,3,IT022036C2PVYFZVZ3
960850,Cartier Laurina 19 of Riz Eugenio,5127456,Eugenio E Rosanna,,Trentino,46.47539,11.74081,Entire home/apt,236,7,30,2024-02-17,0.25,2,37,2,IT022036C25JKC86E4
997873,Luminoso appartamento vicino Trento nelle Dolomiti,5483532,Luciano,,Trentino,46.14095,11.11155,Entire home/apt,500,3,65,2023-08-27,0.54,3,89,0,CIPAT-022103-AT-056359
1016693,Casa Belli Arco Apartment Lake Garda Adults Only,5595492,Franco,,Trentino,45.91943,10.87768,Entire home/apt,60,4,8,2023-09-27,0.08,1,222,0,IT022006C2UQNRTR92
1025536,Arco - Riva del Garda - WiFi,5646658,Natalya,,Trentino,45.92128,10.86529,Entire home/apt,60,2,219,2024-11-03,1.54,1,290,17,IT022006C2IHQS4MBC
1072852,"B&B Maso Toneto,  2 stanze",5896215,Paolo Pali,,Trentino,46.28187,11.43559,Private room,120,1,118,2024-12-15,0.96,1,358,5,IT022047C1GTR5PGJY
1149531,Energy - Lake - Home,6301184,Gianluigi,,Trentino,46.00555,11.24371,Entire home/apt,114,7,2,2015-08-08,0.02,1,219,0,IT022032C2PP68FLLD
1252024,"Superb view, close to city centre",6821775,Chiara,,"Trento, Trentino",46.07532,11.12961,Entire home/apt,130,2,21,2024-07-25,0.16,3,350,1,IT022205C2ME4QYUX3
1278542,"Villa Gobbo Val di Non
Cin:it022173c2sp24qcaq",6957931,Nelida,,Trentino,46.33569,11.11789,Entire home/apt,,3,33,2023-07-10,0.24,2,0,0,It022173c2sp24qcaq
1278750,"Mansarda
Cin: it022173c2sp24qcaq",6957931,Nelida,,Trentino,46.3371,11.11658,Entire home/apt,,3,87,2024-08-09,0.62,2,71,3,it022173c2sp24qcaq
1304548,Lovely appartment in the Dolomites with pvt garden,7092115,Rino,,Trentino,46.16866,10.75951,Entire home/apt,,5,12,2022-07-30,0.10,3,0,0,IT022042C29P5QF4UD
1368711,Lovely apt in Pinzolo Val Rendena 7,5113422,Dante,,Trentino,46.15677,10.76378,Entire home/apt,270,2,13,2022-11-01,0.11,1,330,0,IT022143B4QEQM4614
1389891,BabaruM - Entire Home,7516844,BabaruM,,Trentino,45.91715,11.06003,Entire home/apt,380,1,95,2024-12-28,0.71,4,364,9,IT022224C173LSOWPC
1418481,Primiero San Martino a Casa Caterina a tutto relax,270241,Caterina,,Trentino,46.17394,11.82608,Entire home/apt,156,3,5,2024-07-27,0.09,1,207,2,IT022245C2ZT6R2VY7
1439810,Private rooms in large apartment,6821775,Chiara,,"Trento, Trentino",46.07553,11.12809,Private room,60,2,39,2024-12-20,0.28,3,52,2,IT022205C2ME4QYUX3
1445053,A spacious apartment in the heart of S. Orsola.,7758321,Mario,,Trentino,46.10786,11.30289,Entire home/apt,174,5,16,2024-08-24,0.12,1,255,2,IT022168C2GXM9V8TG
1457682,BabaruM- Double Room,7516844,BabaruM,,Trentino,45.91586,11.06093,Private room,70,1,3,2016-08-27,0.03,4,364,0,IT022224C173LSOWPC
1457725,BabaruM - BedBunks PRIVATE,7516844,BabaruM,,Trentino,45.91783,11.06006,Entire home/apt,120,2,1,2020-01-05,0.02,4,364,0,IT022224C173LSOWPC
1482326,Welcome to paradise nord east,7930547,Luca,,Trentino,46.28857,11.43865,Entire home/apt,128,3,24,2024-10-31,0.19,4,34,1,it022254b4lyeu9ogp
1621365,CHALET SHEILA,8579874,Sheila / Emiliano,,Trentino,46.16185,11.00433,Entire home/apt,193,3,16,2024-02-29,0.14,1,307,2,IT017187B4D4A4X5OY
1647050,Alessiohaus in CasaPergher a Folgaria - Trentino,8740451,Ivan,,Trentino,45.90561,11.17449,Entire home/apt,150,6,5,2023-08-19,0.06,4,232,0,IT022087C2JXPFLEKF
1648750,Accogliente trilocale stile alpino a Dimaro,8747095,Agenzia AlpenSole Di Falvo Antonell,,Trentino,46.32285,10.881,Entire home/apt,,1,8,2020-02-24,0.09,6,85,0,
1650464,Stanza con bagno in casa privata inclusa colazione,8634000,Maria Nives,,Trentino,45.938,10.81552,Private room,64,1,363,2024-12-08,2.84,1,198,24,IT022191C2Y7I2B8OY
1714219,Belvedere sul Garda,9031686,Nicola,,Trentino,45.86622,10.87828,Entire home/apt,70,7,37,2024-10-24,0.29,1,297,12,IT022124C2K96CQ8WE
1715277,Apartments in Torbole-Lake Garda,9045665,Silvia,,Trentino,45.87519,10.87884,Entire home/apt,137,3,149,2024-12-06,1.14,2,73,8,IT022124C2B7FCPM4J
1733778,Cosy Attic Dolomiti Val di Fiemme,9133745,Lucia,,Trentino,46.31817,11.50393,Entire home/apt,,2,17,2024-08-23,0.13,1,0,1,
1736819,Pianoterra con giardino in Val di Fiemme,9146328,Emanuela,,Trentino,46.28783,11.56627,Entire home/apt,,4,101,2024-09-28,0.75,1,1,13,IT022226C2VCYB2ZLV
1748581,Terrazza Tonale: direttamente sulle piste da sci,6595873,Maria,,Trentino,46.26196,10.58759,Entire home/apt,140,4,10,2024-02-16,0.07,1,237,1,
1757377,Eco-lodge near Lake Garda,9189513,Katia,,Trentino,45.86755,10.94308,Private room,75,3,89,2024-12-16,0.71,1,169,16,IT022123C2IRJLDFJ8
1770327,WONDERFUL FLAT IN THE CENTER IN BELLA VILLA,9299903,Bella Villa,,Trentino,45.88789,10.84274,Entire home/apt,368,3,3,2023-08-24,0.02,7,180,0,IT022153B4YTTDVTUE
1777329,BOTTONDORO- DOLOMITES no smoking,9322509,David,,Trentino,46.47743,11.76792,Entire home/apt,272,4,42,2024-07-20,0.36,7,37,7,IT022039B45YM8B2NH
1780256,COZY ATTIC on the SELLARONDA,9322509,David,,Trentino,46.47743,11.76792,Entire home/apt,196,4,31,2024-09-23,0.27,7,101,5,IT022039B45YM8B2NH
1825571,Rustico Pastoria - 4-room apartment for 6 people,9546806,Valeria,,Trentino,45.9243,10.73032,Entire home/apt,400,1,14,2024-10-14,0.20,29,157,9,IT022229C25NCXH2S6
1828984,Getaway Ledro - Three-room-apartment 4/6 people,9546806,Valeria,,Trentino,45.89674,10.72202,Entire home/apt,,1,6,2024-09-22,0.09,29,116,5,IT022229C2P346WWOA
1835230,Residence Panorama - 3-room apartment for 6 people,9546806,Valeria,,Trentino,45.87737,10.7455,Entire home/apt,400,1,22,2024-08-04,0.19,29,0,8,
1854763,Una casa di sogno nelle Dolomiti,9681231,Rolando,,Trentino,46.28561,11.54421,Private room,200,3,1,2015-06-27,0.01,3,155,0,IT022134A1CZG5HM7B
1864113,"Great slopes, walks and much more!",9720785,Alessandra,,Trentino,46.24419,10.83807,Entire home/apt,400,3,22,2024-02-09,0.17,1,332,1,IT022143C2HWYXYJKE
1882273,Casa BarbiCanevei GIAN,1175292,Veronica & Anton,,Trentino,46.13352,11.24195,Entire home/apt,111,3,80,2024-06-03,0.60,5,147,8,IT022009C2HMN6TWWL
1885587,Casa BarbiCanevei GIULIO,1175292,Veronica & Anton,,Trentino,46.13279,11.24109,Entire home/apt,84,2,62,2024-11-13,0.46,5,284,8,IT022009C2GRQB5R8I
1953995,Abete Rosso Double room with balcony,10100682,Alessandra,,Trentino,46.41022293897226,10.800418577139675,Private room,130,2,0,,,1,363,0,IT022150B4EIA6U6TO
2002066,Studio in the Dolomites Center,9322509,David,,Trentino,46.47743,11.76792,Entire home/apt,218,4,16,2024-12-28,0.15,7,52,4,IT022039B45YM8B2NH
2002148,Cozy and bright in the town center,9322509,David,,Trentino,46.47743,11.76792,Entire home/apt,272,4,52,2024-06-25,0.42,7,52,1,IT022039B45YM8B2NH
2002229,GIGLIO - Dolomites - no smoling,9322509,David,,Trentino,46.47727,11.7671,Entire home/apt,218,4,23,2024-06-13,0.20,7,73,1,IT022039B45YM8B2NH
2002317,Attic in the Town center Dolomites,9322509,David,,Trentino,46.4746,11.77376,Entire home/apt,240,4,88,2024-12-15,0.67,7,89,11,IT022039B45YM8B2NH
2011959,"bellissima mansarda ""Peschiera""",10351537,Agostino,,Trentino,46.31527,10.79479,Entire home/apt,311,6,12,2024-02-17,0.11,3,69,1,IT022114C2WJ9BH9GE
2017726,Una casa nel verde delle Dolomiti,9681231,Rolando,,Trentino,46.2848,11.54222,Private room,240,4,3,2022-07-18,0.03,3,142,0,IT022134A1CZG5HM7B
2021500,"Majon Vajolet -  Appartamento "" Carezza""  by Luisa",10350319,Luisa,,Trentino,46.422366,11.676596,Entire home/apt,164,7,5,2019-01-18,0.04,3,28,0,IT022250C2OTQ7HHR2
2033118,"Panorámica mansarda ""Nogaiole""",10351537,Agostino,,Trentino,46.31745,10.79604,Entire home/apt,191,5,12,2022-10-05,0.10,3,75,0,IT022114C2JS7F9XGW
2033190,"Mansarda confortevole ""Stabli""",10351537,Agostino,,Trentino,46.31675,10.79497,Entire home/apt,255,5,15,2024-12-02,0.12,3,68,1,IT022114C2HVUX8U6Y
2054723,"Lake Garda, wide terrace and sun",10524220,Roberto,,Trentino,45.88965,10.86301,Entire home/apt,97,2,423,2024-12-29,3.23,2,59,46,IT022153B4O7UF2AEE
2077943,"Villa La Dianella, Ledro,AltoGarda",10618148,Gian Piero,,Trentino,45.88228,10.75652,Entire home/apt,250,7,60,2024-09-28,0.47,1,119,7,IT022229B42576G32I
2081704,BeB 28,10634594,Laura,,Trentino,45.88558,10.84165,Private room,111,2,90,2022-08-07,0.67,1,361,0,
2147163,"Appartamento "" the smile "" Casa Bellavista",10957508,Gabriella,,Trentino,46.1452,10.96529,Entire home/apt,249,5,48,2024-12-29,0.44,2,73,7,IT022120C277F4DPRX
2186256,Affitto appartamento a Canazei (TN),11147776,Antonella,,Trentino,46.46737,11.78171,Entire home/apt,180,7,0,,,1,6,0,IT022039B4MCCUKECN
2206129,Casa sul Lago: miniappartamento per 2/5 persone,11255388,Alex,,Trentino,46.00195,11.25265,Entire home/apt,36,2,89,2024-12-23,0.68,3,328,12,IT022032C169OUGM4N
2227624,"NICE, QUIET APARTAMENT IN TRENTINO",11368278,Matteo,,Trentino,46.30685,10.73836,Entire home/apt,95,3,0,,,2,214,0,
2241212,Cozy attic with Dolomites view,71357734,Giorgia,,Trentino,46.19143,10.78674,Entire home/apt,350,2,71,2024-12-15,0.65,2,325,16,IT022143C2HJKUYGMG
2245097,IN VACANZA COMODI COME A CASA ...,11467126,Flavio,,Trentino,46.33685,11.11683,Entire home/apt,60,2,95,2024-09-15,0.73,2,85,6,IT022173C273ABYVD7
2251219,Apartment for 5-7 persons with 2 bathrooms,11498756,Adriano,,Trentino,46.43568,11.68917,Entire home/apt,,7,13,2022-03-16,0.10,8,1,0,IT022250B4HW6KJNA9
2252550,Chalet Cermis,11504202,Patrizia,,Trentino,46.248779296875,11.504988670349121,Entire home/apt,250,4,13,2024-08-24,0.12,1,112,6,IT022050C26282R6WS
2285895,La Limonaia,11678567,Giuseppe,,Trentino,45.90427,11.0393,Entire home/apt,243,2,18,2024-09-20,0.86,2,342,7,IT022161B4NNR7NBP2
2324307,Panoramic view from your home in Val di Fassa,11498756,Adriano,,Trentino,46.43412,11.68995,Entire home/apt,,7,32,2024-12-01,0.24,8,1,7,IT022250B4HW6KJNA9
2329082,Mountain holiday in Rumo !,11895720,Giorgio,,Trentino,46.43546,11.03143,Entire home/apt,160,3,33,2024-08-20,0.27,2,164,6,IT022163B4COPMOTC4
2395846,APARTMENT RUMO FR . MIONE 1,11895720,Giorgio,,Trentino,46.43513,11.03117,Entire home/apt,110,5,3,2024-08-17,0.03,2,122,1,IT022163B4CKE7EHXB
2403403,Wonderful apartment with a view,12283405,La Fenice Snc,,Trentino,46.04222,11.31559,Entire home/apt,,3,2,2016-08-16,0.02,11,187,0,
2409531,Casa Dantina Stenico,12315545,Anna,,Trentino,46.0512,10.85639,Entire home/apt,,2,12,2024-01-21,0.10,1,0,2,IT022182C287GJLXU2
2416868,CASA ALBERTA - 2 bedrooms apartment,12352350,Alberto,,Trentino,45.88627,10.73009,Entire home/apt,180,3,31,2024-07-20,0.27,10,0,5,IT022229B49J88ESES
2422910,CASA ELENA - Mansarda deluxe with 3 bedrooms,12352350,Alberto,,Trentino,45.89932,10.72332,Entire home/apt,300,3,10,2024-10-20,0.08,10,0,2,IT022229B4P4OSR6CD
2427227,Betulla - Spacious apartment by the lake,12407615,Andrea,,Trentino,46.14234,10.96026,Entire home/apt,159,3,61,2024-09-29,0.50,8,121,4,
2427380,CHALET TREMALZO A  - Chalet with fireplace,12352350,Alberto,,Trentino,45.84111,10.68781,Entire home/apt,300,4,6,2022-08-27,0.05,10,0,0,IT022229B4P4OSR6CD
2428969,Casa Stè con Giardino | Vicino a Molveno e Comano,12415409,Luisa,,Trentino,46.06653,10.896,Entire home/apt,144,7,30,2024-11-03,0.32,2,242,9,IT022231C2Y75SUK5A
2429018,Ferienwohnung Paola,12415342,Silvia,,Trentino,45.94657,11.23928,Entire home/apt,,3,12,2024-09-08,0.09,2,4,3,
2429307,Ferienwohnung Jolanda,12415342,Silvia,,Trentino,45.94664,11.24059,Entire home/apt,,3,12,2023-07-07,0.12,2,4,0,
2431711,Cosy apartment with terrace,71357734,Giorgia,,Trentino,46.19172,10.78596,Entire home/apt,579,2,44,2024-09-12,0.36,2,305,9,IT022143C2Z6EUUFFL
2434951,Appartamento alle Terme,12445356,Alessandra E Michela,,Trentino,46.03607,10.873,Entire home/apt,90,1,88,2024-12-08,0.67,1,251,9,IT022228C2PZAABC4A
2436187,Appartamento per  Vacanze  in  Val di Sole,12451213,Ivo,,Trentino,46.31934,10.844283,Entire home/apt,81,2,50,2024-10-05,0.39,1,139,7,IT022064C2R7MWIE9Z
2448852,Elegante appartamento in montagna,12524148,Ornella,,Trentino,46.03469,10.89094,Entire home/apt,69,3,37,2024-12-24,0.30,2,353,2,IT022228C2XIBEWVEL
2465157,Madonna di Campiglio - Campo Carlo Magno,194934651,Martina,,Trentino,46.24496,10.83889,Entire home/apt,757,4,17,2024-02-24,0.13,1,195,2,
2471403,A romantic room for 2 in Trentino,12639023,Flavio And Sonia,,Trentino,46.37028,11.03626,Private room,66,2,41,2024-09-25,0.32,2,204,9,
2475095,CASA GUETTI Terme di Comano,12660131,Andrea,,Trentino,46.01444,10.86758,Entire home/apt,155,7,20,2018-12-30,0.15,1,264,0,IT022228C24YV79IHM
2487685,27 Casa Vacanze in Val di Gresta Italy,12707903,Mirko,,Trentino,45.88972,10.9483,Entire home/apt,100,3,76,2024-07-14,0.62,2,243,5,IT022135C25CAHQSY4
2541767,Romantica mansarda comoda al centro,13013588,Simona,,Trentino,46.28185,11.4367,Entire home/apt,130,2,86,2024-09-02,0.67,1,303,9,IT022047C25KTPBYNE
2593513,appartamento 6 posti letto,13278085,Franco,,Trentino,46.30447,10.81041,Entire home/apt,193,3,2,2016-03-13,0.02,1,80,0,IT022114C25IJA2LZ4
2613779,Claudiohaus in Casapergher a Folgaria - Trentino,8740451,Ivan,,Trentino,45.90501,11.17367,Entire home/apt,150,6,1,2018-07-22,0.01,4,142,0,IT022087C2JXPFLEKF
2621845,Maso dei Fiori Agriturismo Mangiasa,13428056,Michele,,Trentino,46.35099,10.90235,Entire home/apt,214,6,13,2024-02-25,0.14,3,23,3,IT022110B5LQIINSLD
2745868,Apartment IL FIENILE - Casa Pioncla Apartments,14047660,Alessandra,,Trentino,46.43642,11.1448,Entire home/apt,,7,4,2021-08-07,0.04,8,0,0,IT022252C2LTCMKDUP
2754539,Apartment IL MULINO - Casa Pioncla Apartments,14047660,Alessandra,,Trentino,46.43655,11.14416,Entire home/apt,,7,9,2023-08-05,0.07,8,0,0,IT022252B4T796779D
2773830,Double/3  room at B&BdalNonno,14185936,Francesca,,Trentino,45.88831,10.84004,Private room,82,4,26,2023-07-24,0.20,4,205,0,IT022153C1A6ZALGS5
2802560,Great Two- Room Apartment on Garda Lake,14334161,Anna,,Trentino,45.89583,10.85042,Entire home/apt,250,4,64,2020-10-06,0.50,2,0,0,022153-AT-053163
2819565,2-bedrooms apartment in Andalo,12407615,Andrea,,Trentino,46.1679,11.00102,Entire home/apt,159,2,23,2024-04-01,0.19,8,61,1,
2840392,Maso Pianezza house,14529792,Annamaria,,Trentino,46.031,11.22728,Entire home/apt,,5,116,2024-09-17,0.90,1,94,6,IT022139C2R45H5NML
2863065,Artemisia - The Dolomite's Silence,14633095,Lorenza,,Trentino,46.30035,11.50398,Entire home/apt,559,3,84,2024-10-28,0.67,3,63,8,IT022196B5WTNY4LDH
2909773,Natura e Relax al Lago di Ledro,14866154,Francesca,,Trentino,45.89615,10.71657,Private room,120,4,1,2023-08-19,0.06,1,307,0,IT022229B4MCQJ4QSC
2974538,Garden Apartment with Lake view,15173500,Elda,,Trentino,45.91177,10.84403,Entire home/apt,105,3,61,2024-10-06,0.67,1,225,20,IT022153C2ZFET593B
3001825,Casa ai Dossi,10538369,Michele&Angela,,Trentino,46.31341,11.66084,Entire home/apt,150,7,7,2024-01-30,0.06,1,47,1,IT022147B4HNKZCI6L
3062569,Double room with shared bathroom at B&B dal Nonno,14185936,Francesca,,Trentino,45.88906,10.84065,Private room,74,4,17,2024-08-12,0.13,4,241,3,IT022153C1A6ZALGS5
3076905,Dolomiti Garda Villa,5592032,Franca,,Trentino,46.05084,10.77462,Entire home/apt,138,3,54,2024-08-24,0.42,1,275,2,IT022247AT054449
3090461,Cavaletto - luxury mountain retreat,13218233,Tony,,Trentino,46.29847,11.46043,Entire home/apt,526,6,23,2024-08-29,0.25,1,285,3,
3135005,La casa sopra i tetti,15918878,Giacomo,,Trentino,46.05557,10.77697,Entire home/apt,85,3,44,2024-08-08,0.35,1,174,5,IT022247C2G9TJR77J
3152865,Cottage in North-Italy,12639023,Flavio And Sonia,,Trentino,46.35042,10.92455,Entire home/apt,200,7,9,2019-08-31,0.07,2,362,0,
3161248,Mansarda a Pozza di Fassa - Cima 12,16038933,Maria Teresa,,Trentino,46.43105,11.69578,Entire home/apt,186,1,212,2024-12-26,2.49,2,287,51,IT022250C27ANONP2X
3165698,Mansarda da vivere - Cima 11,16038933,Maria Teresa,,Trentino,46.43105,11.69578,Entire home/apt,183,1,277,2024-12-29,2.16,2,295,43,IT022250C2CWKP4MYD
3172863,Between Lake Garda and Lake Ledro,15635757,Annalisa,,Trentino,45.86568,10.80684,Entire home/apt,80,3,98,2024-08-28,0.76,1,62,1,IT022229C2D9Y4XQMP
3194015,chalet dolomiti val di fassa moena,2101842,Fabio,,Trentino,46.35133,11.62597,Entire home/apt,150,2,375,2024-12-21,2.93,1,165,45,IT022118B4HDC6CWS2
3233431,Beautiful Apartment all Comforts,16144398,Giovanni,,Trentino,45.88775,10.84074,Entire home/apt,234,3,23,2024-07-28,0.18,2,362,4,IT022153B4R6TGUWH8
3297330,appartamento con splendida vista sulle Dolomiti,16656025,Camillo,,Trentino,46.34065,11.12689,Entire home/apt,,3,30,2024-09-01,0.26,6,320,6,IT022173B43UJ7AQF8
3308953,Un sogno inaspettato,16708379,Marco,,Trentino,46.30598,11.42871,Entire home/apt,210,3,153,2024-11-17,1.21,2,257,16,IT022254C2EVD7JAD7
3327454,Romantic Hotel Excelsior,16708379,Marco,,Trentino,46.29215,11.46075,Private room,,1,0,,,2,365,0,IT022050A1SNLJJ6SW
3336775,Stupenda villa vista Dolomiti,16656025,Camillo,,Trentino,46.34146,11.12856,Entire home/apt,,3,49,2024-12-27,0.40,6,279,6,IT022173C23X5RLQUB
3352323,Pellizzano (TN),8604194,Antonio,,Trentino,46.30814,10.75813,Entire home/apt,169,2,17,2024-08-04,0.13,1,336,4,
3365713,B & B Passaggi - Camera Lavanda,16982062,Michela,,Trentino,46.02601,10.9454,Private room,,2,11,2024-08-17,0.17,2,0,2,IT022079C1MTQFD4NH
3387405,appartamento estivo trentino,11597952,Sandro,,Trentino,46.30352,10.80885,Entire home/apt,,7,0,,,1,0,0,
3389845,My Little Home On the Dolomites,9322509,David,,Trentino,46.4773,11.76724,Entire home/apt,178,3,67,2024-11-03,1.63,7,97,25,IT022039C23ODKZSFF
3391916,Lago di Cei Holiday,9062110,Andrea,,Trentino,45.96003,11.03631,Entire home/apt,85,2,77,2024-12-08,0.60,1,304,8,IT022222C2BDN39IHD
3396415,Derby Club Residence - Wellness & Piscina,17135956,Derby Club,,Trentino,45.91422,11.17836,Entire home/apt,100,7,0,,,2,10,0,
3420764,"Casetta indipendente, confortevole",13987182,Enzo,,Trentino,45.94122,11.25448,Entire home/apt,174,2,29,2024-07-13,0.23,1,194,3,IT022102C2FEOM4GRP
3484503,COMFORTABLE FLAT IN THE CENTER IN BELLA VILLA,9299903,Bella Villa,,Trentino,45.88804,10.84244,Entire home/apt,432,3,13,2024-07-24,0.14,7,180,2,IT022153B4YTTDVTUE
3484693,B&B Enrosadira,17547953,Lisanna,,Trentino,46.41931,11.67525,Private room,77,1,74,2024-11-10,0.58,7,138,13,IT022250A1TAB976DK
3488401,CasaPergher A Folgaria - Samuelhaus,8740451,Ivan,,Trentino,45.90589,11.17373,Entire home/apt,120,6,5,2023-08-24,0.06,4,222,0,IT022087C2JXPFLEKF
3497705,Appartamento di montagna,17610865,Franca,,Trentino,46.34795,11.62685,Entire home/apt,111,3,85,2024-06-30,0.67,1,166,2,IT022118C2DPFYKONE
3503076,Artemisia - The Dolomite's Sound,14633095,Lorenza,,Trentino,46.30032,11.50391,Entire home/apt,181,2,87,2024-12-18,0.70,3,96,9,IT022196B5WTNY4LDH
3590168,FEATURE ATTIC IN CENTER FRONT LAKE,18086630,Iole,,Trentino,45.88546,10.83835,Entire home/apt,397,3,9,2024-07-23,0.08,1,180,1,IT022153C2HPCGIG7W
3591347,B&B Il Sorriso dei Nonni | 4 pax,2061778,Gemma,,Trentino,46.37368,10.87927,Private room,120,1,6,2024-09-08,0.09,4,326,1,IT022150C17VB72STQ
3640630,☼ Sunny Apt. with Parking │2min walk to Lake  ☼,18375722,Silvietta,,Trentino,45.87204,10.87422,Entire home/apt,72,2,134,2024-09-26,1.06,1,102,10,IT022124C29WD8IXMN
3672099,PRETTY ATTIC IN THE CENTER IN BELLA VILLA,9299903,Bella Villa,,Trentino,45.887001,10.843055,Entire home/apt,368,3,7,2023-10-08,0.06,7,180,0,IT022153B4YTTDVTUE
3676799,BED & BREAKFAST LA MASERA DI ISABELLA,18673215,Isabella,,Trentino,46.21383,11.12469,Private room,90,1,92,2024-10-24,0.73,1,298,11,IT022116C1ZB4Q4IF7
3710403,NICE FLAT IN THE CENTER IN BELLA VILLA APARTMENTS,9299903,Bella Villa,,Trentino,45.88649,10.84378,Entire home/apt,368,3,9,2024-09-08,0.08,7,180,1,IT022153B4YTTDVTUE
